[09:22:36]===============================================================
[09:22:36]     START MEASURE :: 아이스 아메리카노
[11:19:47]     START MEASURE :: 아이스 카페라떼
[11:19:47]---------------------------------------------------------------
[11:19:47]  START CUP           : 0.20 sec
[11:19:51]  READY CUP           : 3.53 sec
[11:19:54]  DISPENSE CUP        : 2.80 sec
[11:19:56]  START ICE           : 2.20 sec
[11:19:58]  READY ICE           : 2.20 sec
[11:20:01]  DISPENSE ICE        : 3.47 sec
[11:20:02]  START COFFEE         : 0.20 sec
[11:20:36]  DISPENSE COFFEE         : 34.74 sec
[11:20:37]  START OUTLET         : 0.20 sec
[11:20:43]  READY OUTLET         : 6.80 sec
[11:20:48]  DISPENSE OUTLET         : 4.26 sec
[11:20:48]     STOP MEASURE :: 아이스 카페라떼
[11:20:48]     TAKT TIME :: 60.60 sec
[11:20:48]===============================================================



[11:21:03]===============================================================
[11:21:03]     START MEASURE :: 아메리카노
[11:21:03]---------------------------------------------------------------
[11:21:04]  START CUP           : 0.20 sec
[11:21:06]  READY CUP           : 2.80 sec
[11:21:09]  DISPENSE CUP        : 2.95 sec
[11:21:11]  START COFFEE         : 1.65 sec
[11:22:03]  DISPENSE COFFEE         : 51.53 sec
[11:22:03]  START OUTLET         : 0.20 sec
[11:22:11]  READY OUTLET         : 8.20 sec
[11:22:15]  DISPENSE OUTLET         : 3.60 sec
[11:22:15]     STOP MEASURE :: 아메리카노
[11:22:15]     TAKT TIME :: 71.14 sec
[11:22:15]===============================================================



[11:22:15]===============================================================
[11:22:15]     START MEASURE :: 아이스 아메리카노
[11:22:15]---------------------------------------------------------------
[11:22:15]  START CUP           : 0.19 sec
[11:22:19]  READY CUP           : 3.51 sec
[11:22:21]  DISPENSE CUP        : 2.83 sec
[11:22:23]  START ICE           : 2.06 sec
[11:22:26]  READY ICE           : 2.14 sec
[11:22:30]  DISPENSE ICE        : 4.47 sec
[11:22:30]  START COFFEE         : 0.20 sec
[11:23:07]  DISPENSE COFFEE         : 37.14 sec
[11:23:08]  START OUTLET         : 0.19 sec
[11:23:14]  READY OUTLET         : 6.80 sec
[11:23:19]  DISPENSE OUTLET         : 4.26 sec
[11:23:19]     STOP MEASURE :: 아이스 아메리카노
[11:23:19]     TAKT TIME :: 63.79 sec
[11:23:19]===============================================================



[11:24:48]===============================================================
[11:24:48]     START MEASURE :: 아이스 아메리카노
[11:24:48]---------------------------------------------------------------
[11:24:48]  START CUP           : 0.20 sec
[11:24:52]  READY CUP           : 3.87 sec
[11:24:55]  DISPENSE CUP        : 2.79 sec
[11:24:57]  START ICE           : 1.80 sec
[11:24:59]  READY ICE           : 2.13 sec
[11:25:03]  DISPENSE ICE        : 4.47 sec
[11:25:04]  START COFFEE         : 0.20 sec
[11:25:39]  DISPENSE COFFEE         : 35.74 sec
[11:25:40]  START OUTLET         : 0.20 sec
[11:25:48]  READY OUTLET         : 8.20 sec
[11:25:51]  DISPENSE OUTLET         : 3.60 sec
[11:25:51]     STOP MEASURE :: 아이스 아메리카노
[11:25:51]     TAKT TIME :: 63.20 sec
[11:25:51]===============================================================



[11:25:52]===============================================================
[11:25:52]     START MEASURE :: 아이스 아메리카노
[11:25:52]---------------------------------------------------------------
[11:25:52]  START CUP           : 0.21 sec
[11:25:55]  READY CUP           : 3.53 sec
[11:25:58]  DISPENSE CUP        : 2.79 sec
[11:26:00]  START ICE           : 2.21 sec
[11:26:03]  READY ICE           : 2.19 sec
[11:26:07]  DISPENSE ICE        : 4.47 sec
[11:26:07]  START COFFEE         : 0.20 sec
[11:26:48]  DISPENSE COFFEE         : 40.40 sec
[11:26:48]  START OUTLET         : 0.21 sec
[11:26:54]  READY OUTLET         : 5.92 sec
[11:26:58]  DISPENSE OUTLET         : 4.27 sec
[11:26:58]     STOP MEASURE :: 아이스 아메리카노
[11:26:58]     TAKT TIME :: 66.41 sec
[11:26:58]===============================================================



[11:27:58]===============================================================
[11:27:58]     START MEASURE :: 아이스 아메리카노
[11:27:58]---------------------------------------------------------------
[11:27:58]  START CUP           : 0.20 sec
[11:28:01]  READY CUP           : 2.80 sec
[11:28:04]  DISPENSE CUP        : 2.86 sec
[11:28:05]  START ICE           : 1.80 sec
[11:28:08]  READY ICE           : 2.14 sec
[11:28:12]  DISPENSE ICE        : 4.46 sec
[11:28:12]  START COFFEE         : 0.20 sec
[11:28:51]  DISPENSE COFFEE         : 39.14 sec
[11:28:52]  START OUTLET         : 0.20 sec
[11:28:59]  READY OUTLET         : 7.20 sec
[11:29:02]  DISPENSE OUTLET         : 3.60 sec
[11:29:02]     STOP MEASURE :: 아이스 아메리카노
[11:29:02]     TAKT TIME :: 64.61 sec
[11:29:02]===============================================================



[11:29:03]===============================================================
[11:29:03]     START MEASURE :: 아이스 카페라떼
[11:29:03]---------------------------------------------------------------
[11:29:03]  START CUP           : 0.21 sec
[11:29:06]  READY CUP           : 3.54 sec
[11:29:09]  DISPENSE CUP        : 2.79 sec
[11:29:11]  START ICE           : 2.20 sec
[11:29:14]  READY ICE           : 2.20 sec
[11:29:17]  DISPENSE ICE        : 3.46 sec
[11:29:17]  START COFFEE         : 0.20 sec
[11:29:55]  DISPENSE COFFEE         : 37.31 sec
[11:29:55]  START OUTLET         : 0.23 sec
[11:30:01]  READY OUTLET         : 5.80 sec
[11:30:05]  DISPENSE OUTLET         : 4.28 sec
[11:30:05]     STOP MEASURE :: 아이스 카페라떼
[11:30:05]     TAKT TIME :: 62.21 sec
[11:30:05]===============================================================



[11:30:05]===============================================================
[11:30:05]     START MEASURE :: 아이스 바닐라라떼
[11:30:05]---------------------------------------------------------------
[11:30:05]  START CUP           : 0.21 sec
[11:30:08]  READY CUP           : 2.79 sec
[11:30:11]  DISPENSE CUP        : 2.87 sec
[11:30:13]  START ICE           : 1.81 sec
[11:30:15]  READY ICE           : 2.12 sec
[11:30:18]  DISPENSE ICE        : 3.00 sec
[11:30:18]  START SYRUP         : 0.20 sec
[11:30:21]  READY SYRUP         : 2.80 sec
[11:30:23]  DISPENSE SYRUP         : 1.88 sec
[11:30:23]  START COFFEE         : 0.19 sec
[11:30:56]  DISPENSE COFFEE         : 33.34 sec
[11:30:57]  START OUTLET         : 0.20 sec
[11:31:05]  READY OUTLET         : 8.20 sec
[11:31:08]  DISPENSE OUTLET         : 3.60 sec
[11:31:08]     STOP MEASURE :: 아이스 바닐라라떼
[11:31:08]     TAKT TIME :: 63.20 sec
[11:31:08]===============================================================



[11:31:09]===============================================================
[11:31:09]     START MEASURE :: 아이스 아메리카노
[11:31:09]---------------------------------------------------------------
[11:31:09]  START CUP           : 0.20 sec
[11:31:12]  READY CUP           : 3.54 sec
[11:31:15]  DISPENSE CUP        : 2.79 sec
[11:31:17]  START ICE           : 2.21 sec
[11:31:20]  READY ICE           : 2.19 sec
[11:31:24]  DISPENSE ICE        : 4.60 sec
[11:31:24]  START COFFEE         : 0.21 sec
[11:32:00]  DISPENSE COFFEE         : 35.19 sec
[11:32:00]  START OUTLET         : 0.20 sec
[11:32:07]  READY OUTLET         : 6.80 sec
[11:32:11]  DISPENSE OUTLET         : 4.27 sec
[11:32:11]     STOP MEASURE :: 아이스 아메리카노
[11:32:11]     TAKT TIME :: 62.21 sec
[11:32:11]===============================================================



[11:32:11]===============================================================
[11:32:11]     START MEASURE :: 카페라떼
[11:32:11]---------------------------------------------------------------
[11:32:11]  START CUP           : 0.20 sec
[11:32:14]  READY CUP           : 2.79 sec
[11:32:17]  DISPENSE CUP        : 2.87 sec
[11:32:19]  START COFFEE         : 1.81 sec
[11:32:21]  READY COFFEE         : 1.79 sec
[11:33:00]  DISPENSE COFFEE         : 39.73 sec
[11:33:01]  START OUTLET         : 0.19 sec
[11:33:08]  READY OUTLET         : 7.20 sec
[11:33:11]  DISPENSE OUTLET         : 3.61 sec
[11:33:11]     STOP MEASURE :: 카페라떼
[11:33:11]     TAKT TIME :: 60.21 sec
[11:33:11]===============================================================



[11:33:12]===============================================================
[11:33:12]     START MEASURE :: 아이스 아메리카노
[11:33:12]---------------------------------------------------------------
[11:33:12]  START CUP           : 0.21 sec
[11:33:15]  READY CUP           : 3.53 sec
[11:33:18]  DISPENSE CUP        : 2.79 sec
[11:33:20]  START ICE           : 2.07 sec
[11:33:22]  READY ICE           : 2.14 sec
[11:33:27]  DISPENSE ICE        : 4.60 sec
[11:33:27]  START COFFEE         : 0.20 sec
[11:34:04]  DISPENSE COFFEE         : 36.40 sec
[11:34:04]  START OUTLET         : 0.20 sec
[11:34:10]  READY OUTLET         : 5.80 sec
[11:34:14]  DISPENSE OUTLET         : 4.28 sec
[11:34:14]     STOP MEASURE :: 아이스 아메리카노
[11:34:14]     TAKT TIME :: 62.21 sec
[11:34:14]===============================================================



[11:34:14]===============================================================
[11:34:14]     START MEASURE :: 아이스 헤이즐넛 아메
[11:34:14]---------------------------------------------------------------
[11:34:14]  START CUP           : 0.21 sec
[11:34:17]  READY CUP           : 2.80 sec
[11:34:20]  DISPENSE CUP        : 2.86 sec
[11:34:22]  START ICE           : 1.81 sec
[11:34:24]  READY ICE           : 2.13 sec
[11:34:28]  DISPENSE ICE        : 4.46 sec
[11:34:29]  START SYRUP         : 0.20 sec
[11:34:32]  READY SYRUP         : 3.21 sec
[11:34:33]  DISPENSE SYRUP         : 0.80 sec
[11:34:33]  START COFFEE         : 0.20 sec
[11:35:04]  DISPENSE COFFEE         : 31.54 sec
[11:35:05]  START OUTLET         : 0.19 sec
[11:35:13]  READY OUTLET         : 8.28 sec
[11:35:16]  DISPENSE OUTLET         : 3.59 sec
[11:35:16]     STOP MEASURE :: 아이스 헤이즐넛 아메
[11:35:16]     TAKT TIME :: 62.27 sec
[11:35:16]===============================================================



[11:35:17]===============================================================
[11:35:17]     START MEASURE :: 아이스 아메리카노
[11:35:17]---------------------------------------------------------------
[11:35:17]  START CUP           : 0.20 sec
[11:35:20]  READY CUP           : 3.47 sec
[11:35:23]  DISPENSE CUP        : 2.73 sec
[11:35:25]  START ICE           : 2.06 sec
[11:35:27]  READY ICE           : 2.14 sec
[11:35:32]  DISPENSE ICE        : 4.47 sec
[11:35:32]  START COFFEE         : 0.19 sec
[11:36:06]  DISPENSE COFFEE         : 34.34 sec
[11:36:07]  START OUTLET         : 0.19 sec
[11:36:13]  READY OUTLET         : 6.81 sec
[11:36:18]  DISPENSE OUTLET         : 4.26 sec
[11:36:18]     STOP MEASURE :: 아이스 아메리카노
[11:36:18]     TAKT TIME :: 60.87 sec
[11:36:18]===============================================================



[11:36:18]===============================================================
[11:36:18]     START MEASURE :: 아이스 아메리카노
[11:36:18]---------------------------------------------------------------
[11:36:18]  START CUP           : 0.20 sec
[11:36:21]  READY CUP           : 2.80 sec
[11:36:24]  DISPENSE CUP        : 2.87 sec
[11:36:26]  START ICE           : 1.79 sec
[11:36:29]  READY ICE           : 2.84 sec
[11:36:34]  DISPENSE ICE        : 5.10 sec
[11:36:34]  START COFFEE         : 0.20 sec
[11:37:10]  DISPENSE COFFEE         : 36.61 sec
[11:37:11]  START OUTLET         : 0.19 sec
[11:37:18]  READY OUTLET         : 7.20 sec
[11:37:21]  DISPENSE OUTLET         : 3.61 sec
[11:37:21]     STOP MEASURE :: 아이스 아메리카노
[11:37:21]     TAKT TIME :: 63.40 sec
[11:37:21]===============================================================



[11:37:22]===============================================================
[11:37:22]     START MEASURE :: 아이스 아메리카노
[11:37:22]---------------------------------------------------------------
[11:37:22]  START CUP           : 0.21 sec
[11:37:25]  READY CUP           : 3.53 sec
[11:37:28]  DISPENSE CUP        : 2.79 sec
[11:37:30]  START ICE           : 2.21 sec
[11:37:33]  READY ICE           : 2.19 sec
[11:37:37]  DISPENSE ICE        : 4.47 sec
[11:37:37]  START COFFEE         : 0.20 sec
[11:38:15]  DISPENSE COFFEE         : 38.14 sec
[11:38:16]  START OUTLET         : 0.20 sec
[11:38:21]  READY OUTLET         : 5.81 sec
[11:38:26]  DISPENSE OUTLET         : 4.39 sec
[11:38:26]     STOP MEASURE :: 아이스 아메리카노
[11:38:26]     TAKT TIME :: 64.14 sec
[11:38:26]===============================================================



[11:38:26]===============================================================
[11:38:26]     START MEASURE :: 카페라떼
[11:38:26]---------------------------------------------------------------
[11:38:26]  START CUP           : 0.20 sec
[11:38:29]  READY CUP           : 2.80 sec
[11:38:32]  DISPENSE CUP        : 2.80 sec
[11:38:34]  START COFFEE         : 1.79 sec
[11:38:35]  READY COFFEE         : 1.74 sec
[11:39:10]  DISPENSE COFFEE         : 35.00 sec
[11:39:11]  START OUTLET         : 0.19 sec
[11:39:18]  READY OUTLET         : 7.20 sec
[11:39:21]  DISPENSE OUTLET         : 3.61 sec
[11:39:21]     STOP MEASURE :: 카페라떼
[11:39:21]     TAKT TIME :: 55.34 sec
[11:39:21]===============================================================



[11:39:22]===============================================================
[11:39:22]     START MEASURE :: 아이스 아메리카노
[11:39:22]---------------------------------------------------------------
[11:39:22]  START CUP           : 0.21 sec
[11:39:25]  READY CUP           : 3.53 sec
[11:39:28]  DISPENSE CUP        : 2.79 sec
[11:39:30]  START ICE           : 2.06 sec
[11:39:32]  READY ICE           : 2.15 sec
[11:39:37]  DISPENSE ICE        : 4.46 sec
[11:39:37]  START COFFEE         : 0.20 sec
[11:40:10]  DISPENSE COFFEE         : 33.32 sec
[11:40:11]  START OUTLET         : 0.22 sec
[11:40:16]  READY OUTLET         : 5.81 sec
[11:40:21]  DISPENSE OUTLET         : 4.26 sec
[11:40:21]     STOP MEASURE :: 아이스 아메리카노
[11:40:21]     TAKT TIME :: 59.00 sec
[11:40:21]===============================================================



[11:40:21]===============================================================
[11:40:21]     START MEASURE :: 아이스 아메리카노
[11:40:21]---------------------------------------------------------------
[11:40:21]  START CUP           : 0.20 sec
[11:40:24]  READY CUP           : 2.80 sec
[11:40:27]  DISPENSE CUP        : 3.00 sec
[11:40:29]  START ICE           : 1.67 sec
[11:40:31]  READY ICE           : 2.14 sec
[11:40:35]  DISPENSE ICE        : 4.46 sec
[11:40:35]  START COFFEE         : 0.20 sec
[11:41:11]  DISPENSE COFFEE         : 35.94 sec
[11:41:12]  START OUTLET         : 0.19 sec
[11:41:19]  READY OUTLET         : 7.28 sec
[11:41:22]  DISPENSE OUTLET         : 3.59 sec
[11:41:22]     STOP MEASURE :: 아이스 아메리카노
[11:41:22]     TAKT TIME :: 61.47 sec
[11:41:22]===============================================================



[11:41:23]===============================================================
[11:41:23]     START MEASURE :: 아이스 아메리카노
[11:41:23]---------------------------------------------------------------
[11:41:23]  START CUP           : 0.20 sec
[11:41:26]  READY CUP           : 3.47 sec
[11:41:29]  DISPENSE CUP        : 2.73 sec
[11:41:31]  START ICE           : 2.20 sec
[11:41:34]  READY ICE           : 2.20 sec
[11:41:38]  DISPENSE ICE        : 4.59 sec
[11:41:38]  START COFFEE         : 0.21 sec
[11:42:12]  DISPENSE COFFEE         : 34.00 sec
[11:42:13]  START OUTLET         : 0.19 sec
[11:42:18]  READY OUTLET         : 5.81 sec
[11:42:23]  DISPENSE OUTLET         : 4.26 sec
[11:42:23]     STOP MEASURE :: 아이스 아메리카노
[11:42:23]     TAKT TIME :: 59.87 sec
[11:42:23]===============================================================



[11:42:23]===============================================================
[11:42:23]     START MEASURE :: 아이스 아메리카노
[11:42:23]---------------------------------------------------------------
[11:42:23]  START CUP           : 0.20 sec
[11:42:26]  READY CUP           : 2.78 sec
[11:42:29]  DISPENSE CUP        : 3.02 sec
[11:42:31]  START ICE           : 1.66 sec
[11:42:33]  READY ICE           : 2.14 sec
[11:42:37]  DISPENSE ICE        : 4.46 sec
[11:42:37]  START COFFEE         : 0.20 sec
[11:43:13]  DISPENSE COFFEE         : 35.13 sec
[11:43:13]  START OUTLET         : 0.21 sec
[11:43:21]  READY OUTLET         : 8.19 sec
[11:43:25]  DISPENSE OUTLET         : 3.60 sec
[11:43:25]     STOP MEASURE :: 아이스 아메리카노
[11:43:25]     TAKT TIME :: 61.60 sec
[11:43:25]===============================================================



[11:43:25]===============================================================
[11:43:25]     START MEASURE :: 아이스 아메리카노
[11:43:25]---------------------------------------------------------------
[11:43:25]  START CUP           : 0.19 sec
[11:43:29]  READY CUP           : 3.54 sec
[11:43:31]  DISPENSE CUP        : 2.80 sec
[11:43:33]  START ICE           : 2.06 sec
[11:43:36]  READY ICE           : 2.14 sec
[11:43:40]  DISPENSE ICE        : 4.46 sec
[11:43:40]  START COFFEE         : 0.20 sec
[11:44:13]  DISPENSE COFFEE         : 33.20 sec
[11:44:14]  START OUTLET         : 0.20 sec
[11:44:20]  READY OUTLET         : 6.74 sec
[11:44:25]  DISPENSE OUTLET         : 4.26 sec
[11:44:25]     STOP MEASURE :: 아이스 아메리카노
[11:44:25]     TAKT TIME :: 59.79 sec
[11:44:25]===============================================================



[11:44:25]===============================================================
[11:44:25]     START MEASURE :: 아이스 아메리카노
[11:44:25]---------------------------------------------------------------
[11:44:25]  START CUP           : 0.20 sec
[11:44:28]  READY CUP           : 2.80 sec
[11:44:31]  DISPENSE CUP        : 3.00 sec
[11:44:33]  START ICE           : 1.67 sec
[11:44:35]  READY ICE           : 2.14 sec
[11:44:39]  DISPENSE ICE        : 4.46 sec
[11:44:39]  START COFFEE         : 0.20 sec
[11:45:15]  DISPENSE COFFEE         : 35.13 sec
[11:45:15]  START OUTLET         : 0.21 sec
[11:45:23]  READY OUTLET         : 8.26 sec
[11:45:27]  DISPENSE OUTLET         : 3.60 sec
[11:45:27]     STOP MEASURE :: 아이스 아메리카노
[11:45:27]     TAKT TIME :: 61.67 sec
[11:45:27]===============================================================



[11:53:19]===============================================================
[11:53:19]     START MEASURE :: 탄산수
[11:53:19]---------------------------------------------------------------
[11:53:19]  START CUP           : 0.20 sec
[11:53:23]  READY CUP           : 3.54 sec
[11:53:26]  DISPENSE CUP        : 2.80 sec
[11:53:28]  START ICE           : 2.20 sec
[11:53:30]  READY ICE           : 2.19 sec
[11:53:34]  DISPENSE ICE        : 3.47 sec
[11:53:34]  START SYRUP         : 0.21 sec
[11:53:37]  READY SYRUP         : 3.19 sec
[11:53:38]  DISPENSE SYRUP         : 1.40 sec
[11:53:39]  START OUTLET         : 0.20 sec
[11:53:45]  READY OUTLET         : 6.21 sec
[11:53:49]  DISPENSE OUTLET         : 4.32 sec
[11:53:49]     STOP MEASURE :: 탄산수
[11:53:49]     TAKT TIME :: 29.93 sec
[11:53:49]===============================================================



[11:55:37]===============================================================
[11:55:37]     START MEASURE :: 자몽에이드
[11:55:37]---------------------------------------------------------------
[11:55:37]  START CUP           : 0.20 sec
[11:55:40]  READY CUP           : 2.80 sec
[11:55:43]  DISPENSE CUP        : 2.81 sec
[11:55:45]  START ICE           : 1.80 sec
[11:55:47]  READY ICE           : 2.13 sec
[11:55:50]  DISPENSE ICE        : 3.46 sec
[11:55:51]  START SYRUP         : 0.20 sec
[11:55:54]  READY SYRUP         : 3.21 sec
[11:55:54]  DISPENSE SYRUP         : 0.59 sec
[11:55:55]  START SYRUP         : 0.20 sec
[11:55:55]  READY SYRUP         : 0.54 sec
[11:55:57]  DISPENSE SYRUP         : 1.68 sec
[11:55:57]  START OUTLET         : 0.18 sec
[11:56:06]  READY OUTLET         : 8.73 sec
[11:56:09]  DISPENSE OUTLET         : 3.60 sec
[11:56:09]     STOP MEASURE :: 자몽에이드
[11:56:09]     TAKT TIME :: 32.13 sec
[11:56:09]===============================================================



[11:59:04]===============================================================
[11:59:04]     START MEASURE :: 자몽에이드
[11:59:04]---------------------------------------------------------------
[11:59:04]  START CUP           : 0.20 sec
[11:59:08]  READY CUP           : 3.53 sec
[11:59:11]  DISPENSE CUP        : 2.77 sec
[11:59:13]  START ICE           : 2.21 sec
[11:59:15]  READY ICE           : 2.21 sec
[11:59:18]  DISPENSE ICE        : 3.46 sec
[11:59:19]  START SYRUP         : 0.20 sec
[11:59:22]  READY SYRUP         : 3.21 sec
[11:59:23]  DISPENSE SYRUP         : 0.93 sec
[11:59:23]  START SYRUP         : 0.20 sec
[11:59:23]  READY SYRUP         : 0.46 sec
[11:59:25]  DISPENSE SYRUP         : 1.53 sec
[11:59:25]  START OUTLET         : 0.21 sec
[11:59:31]  READY OUTLET         : 6.06 sec
[11:59:36]  DISPENSE OUTLET         : 4.34 sec
[11:59:36]     STOP MEASURE :: 자몽에이드
[11:59:36]     TAKT TIME :: 31.54 sec
[11:59:36]===============================================================



[12:00:04]===============================================================
[12:00:04]     START MEASURE :: 아이스 아메리카노
[12:00:04]---------------------------------------------------------------
[12:00:05]  START CUP           : 0.20 sec
[12:00:07]  READY CUP           : 2.80 sec
[12:00:10]  DISPENSE CUP        : 2.93 sec
[12:00:12]  START ICE           : 1.67 sec
[12:00:14]  READY ICE           : 2.13 sec
[12:00:19]  DISPENSE ICE        : 4.46 sec
[12:00:19]  START COFFEE         : 0.21 sec
[12:00:53]  DISPENSE COFFEE         : 34.53 sec
[12:00:54]  START OUTLET         : 0.20 sec
[12:01:01]  READY OUTLET         : 7.27 sec
[12:01:04]  DISPENSE OUTLET         : 3.53 sec
[12:01:04]     STOP MEASURE :: 아이스 아메리카노
[12:01:04]     TAKT TIME :: 59.95 sec
[12:01:04]===============================================================



[12:02:31]===============================================================
[12:02:31]     START MEASURE :: 아이스 아메리카노
[12:02:31]---------------------------------------------------------------
[12:02:31]  START CUP           : 0.20 sec
[12:02:34]  READY CUP           : 3.54 sec
[12:02:37]  DISPENSE CUP        : 2.79 sec
[12:02:39]  START ICE           : 2.21 sec
[12:02:42]  READY ICE           : 2.19 sec
[12:02:46]  DISPENSE ICE        : 4.61 sec
[12:02:46]  START COFFEE         : 0.21 sec
[12:03:19]  DISPENSE COFFEE         : 33.00 sec
[12:03:20]  START OUTLET         : 0.20 sec
[12:03:25]  READY OUTLET         : 5.81 sec
[12:03:30]  DISPENSE OUTLET         : 4.26 sec
[12:03:30]     STOP MEASURE :: 아이스 아메리카노
[12:03:30]     TAKT TIME :: 59.01 sec
[12:03:30]===============================================================



[12:06:23]===============================================================
[12:06:23]     START MEASURE :: 아이스 아메리카노
[12:06:23]---------------------------------------------------------------
[12:06:23]  START CUP           : 0.20 sec
[12:06:26]  READY CUP           : 2.80 sec
[12:06:29]  DISPENSE CUP        : 3.01 sec
[12:06:31]  START ICE           : 1.65 sec
[12:06:33]  READY ICE           : 2.14 sec
[12:06:37]  DISPENSE ICE        : 4.59 sec
[12:06:38]  START COFFEE         : 0.21 sec
[12:07:12]  DISPENSE COFFEE         : 34.00 sec
[12:07:12]  START OUTLET         : 0.20 sec
[12:07:19]  READY OUTLET         : 7.26 sec
[12:07:23]  DISPENSE OUTLET         : 3.60 sec
[12:07:23]     STOP MEASURE :: 아이스 아메리카노
[12:07:23]     TAKT TIME :: 59.67 sec
[12:07:23]===============================================================



[12:10:03]===============================================================
[12:10:03]     START MEASURE :: 아이스 아메리카노
[12:10:03]---------------------------------------------------------------
[12:10:03]  START CUP           : 0.21 sec
[12:10:06]  READY CUP           : 3.46 sec
[12:10:09]  DISPENSE CUP        : 2.74 sec
[12:10:11]  START ICE           : 2.20 sec
[12:10:13]  READY ICE           : 2.18 sec
[12:10:18]  DISPENSE ICE        : 4.60 sec
[12:10:18]  START COFFEE         : 0.20 sec
[12:10:53]  DISPENSE COFFEE         : 35.22 sec
[12:10:54]  START OUTLET         : 0.21 sec
[12:10:59]  READY OUTLET         : 5.81 sec
[12:11:04]  DISPENSE OUTLET         : 4.26 sec
[12:11:04]     STOP MEASURE :: 아이스 아메리카노
[12:11:04]     TAKT TIME :: 61.07 sec
[12:11:04]===============================================================



[12:14:57]===============================================================
[12:14:57]     START MEASURE :: 아이스 아메리카노
[12:14:57]---------------------------------------------------------------
[12:14:57]  START CUP           : 0.20 sec
[12:15:00]  READY CUP           : 2.80 sec
[12:15:03]  DISPENSE CUP        : 3.00 sec
[12:15:05]  START ICE           : 1.67 sec
[12:15:07]  READY ICE           : 2.13 sec
[12:15:11]  DISPENSE ICE        : 4.46 sec
[12:15:12]  START COFFEE         : 0.20 sec
[12:15:42]  DISPENSE COFFEE         : 30.75 sec
[12:15:43]  START OUTLET         : 0.19 sec
[12:15:50]  READY OUTLET         : 7.28 sec
[12:15:53]  DISPENSE OUTLET         : 3.59 sec
[12:15:53]     STOP MEASURE :: 아이스 아메리카노
[12:15:53]     TAKT TIME :: 56.26 sec
[12:15:53]===============================================================



[12:16:12]===============================================================
[12:16:12]     START MEASURE :: 아이스 카페라떼
[12:16:12]---------------------------------------------------------------
[12:16:13]  START CUP           : 0.19 sec
[12:16:16]  READY CUP           : 3.47 sec
[12:16:19]  DISPENSE CUP        : 2.60 sec
[12:16:21]  START ICE           : 2.19 sec
[12:16:23]  READY ICE           : 2.13 sec
[12:16:26]  DISPENSE ICE        : 3.48 sec
[12:16:27]  START COFFEE         : 0.20 sec
[12:17:04]  DISPENSE COFFEE         : 37.74 sec
[12:17:05]  START OUTLET         : 0.18 sec
[12:17:11]  READY OUTLET         : 6.82 sec
[12:17:16]  DISPENSE OUTLET         : 4.26 sec
[12:17:16]     STOP MEASURE :: 아이스 카페라떼
[12:17:16]     TAKT TIME :: 63.26 sec
[12:17:16]===============================================================



[12:18:32]===============================================================
[12:18:32]     START MEASURE :: 아이스 아메리카노
[12:18:32]---------------------------------------------------------------
[12:18:32]  START CUP           : 0.20 sec
[12:18:35]  READY CUP           : 2.80 sec
[12:18:38]  DISPENSE CUP        : 2.80 sec
[12:18:40]  START ICE           : 1.80 sec
[12:18:42]  READY ICE           : 2.12 sec
[12:18:46]  DISPENSE ICE        : 4.47 sec
[12:18:47]  START COFFEE         : 0.20 sec
[12:19:20]  DISPENSE COFFEE         : 33.75 sec
[12:19:21]  START OUTLET         : 0.19 sec
[12:19:29]  READY OUTLET         : 8.20 sec
[12:19:32]  DISPENSE OUTLET         : 3.61 sec
[12:19:32]     STOP MEASURE :: 아이스 아메리카노
[12:19:32]     TAKT TIME :: 60.15 sec
[12:19:32]===============================================================



[12:19:33]===============================================================
[12:19:33]     START MEASURE :: 아이스 바닐라라떼
[12:19:33]---------------------------------------------------------------
[12:19:33]  START CUP           : 0.20 sec
[12:19:36]  READY CUP           : 3.54 sec
[12:19:39]  DISPENSE CUP        : 2.79 sec
[12:19:41]  START ICE           : 2.06 sec
[12:19:43]  READY ICE           : 2.14 sec
[12:19:46]  DISPENSE ICE        : 3.00 sec
[12:19:47]  START SYRUP         : 0.19 sec
[12:19:50]  READY SYRUP         : 3.20 sec
[12:19:53]  DISPENSE SYRUP         : 3.07 sec
[12:19:53]  START COFFEE         : 0.20 sec
[12:20:27]  DISPENSE COFFEE         : 33.53 sec
[12:20:27]  START OUTLET         : 0.21 sec
[12:20:34]  READY OUTLET         : 6.80 sec
[12:20:38]  DISPENSE OUTLET         : 4.26 sec
[12:20:38]     STOP MEASURE :: 아이스 바닐라라떼
[12:20:38]     TAKT TIME :: 65.19 sec
[12:20:38]===============================================================



[12:20:38]===============================================================
[12:20:38]     START MEASURE :: 아메리카노
[12:20:38]---------------------------------------------------------------
[12:20:38]  START CUP           : 0.20 sec
[12:20:41]  READY CUP           : 2.79 sec
[12:20:44]  DISPENSE CUP        : 2.86 sec
[12:20:46]  START COFFEE         : 1.74 sec
[12:20:48]  READY COFFEE         : 1.80 sec
[12:21:42]  DISPENSE COFFEE         : 54.81 sec
[12:21:43]  START OUTLET         : 0.19 sec
[12:21:50]  READY OUTLET         : 7.27 sec
[12:21:53]  DISPENSE OUTLET         : 3.54 sec
[12:21:53]     STOP MEASURE :: 아메리카노
[12:21:53]     TAKT TIME :: 75.20 sec
[12:21:53]===============================================================



[12:21:54]===============================================================
